"site","year","base_temperature","growing_degrees","units","lat","lon"
"Queenstown (Otago)",1984,"5",1777.3999999999999,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1984,"10",995.5,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1984,"5",2476.2,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1984,"10",1292.6,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1984,"5",2917.6,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1984,"10",662.7,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1984,"5",1758.3,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1984,"10",1339.8,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1984,"5",2868.1,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1984,"10",1026.8,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1984,"5",2520.3,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1984,"10",1860.4,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1984,"5",3654.2,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1984,"10",855.3,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1984,"5",2214.7,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1984,"10",549.3,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1984,"5",1742.7,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1984,"10",1271.2,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1984,"5",2988.6,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1984,"10",1607.4,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1984,"5",3348.7,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1984,"10",2075.5,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1984,"5",3902.3999999999996,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1984,"10",1974.1,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1984,"5",3783.7,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1983,"10",1808.2,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1983,"5",3561.7000000000003,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1983,"10",1193.5,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1983,"5",2694.1,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1983,"10",953.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1983,"5",2327.4,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1983,"10",996.9000000000001,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1983,"5",2510.9,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1983,"10",657.5,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1983,"5",2092.5,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1983,"10",1558,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1983,"5",3231.7,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1983,"10",419.79999999999995,"degree Celsius",-46.115,168.887
"Gore (Southland)",1983,"5",1570.4,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1983,"10",1319.9,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1983,"5",2954.2,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1983,"10",688.4,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1983,"5",2175.5,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1983,"10",388.9,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1983,"5",1630,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1983,"10",1840.7,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1983,"5",3639,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1983,"10",468.4,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1983,"5",1481.1,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1983,"10",1019.6999999999999,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1983,"5",2543.6,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1983,"10",479.2,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1983,"5",1721.6,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1983,"10",1679.9,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1983,"5",3359.8,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1983,"10",1084.7,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1983,"5",2601.5,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1983,"10",1238.2,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1983,"5",2943,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1983,"10",467.6,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1983,"5",1552.2,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1983,"10",763.1,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1983,"5",2134.1,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1983,"10",1161.2,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1983,"5",2730.9,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1983,"10",575.5,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1983,"5",1611.2,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1983,"10",1134.1,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1983,"5",2625.6,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1983,"10",932.2,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1983,"5",2347.9,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1983,"10",1717.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1983,"5",3463.3,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1983,"10",658.6999999999999,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1983,"5",1939.2,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1983,"10",388.90000000000003,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1983,"5",1467.7,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1983,"10",1054.4,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1983,"5",2687.5,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1983,"10",1374.7,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1983,"5",3061.7,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1983,"10",1918.1,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1983,"5",3726.6,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1983,"10",1905.5,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1983,"5",3681.8,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1982,"10",1767.1999999999998,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1982,"5",3514.4,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1982,"10",1224.1,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1982,"5",2704.7,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1982,"10",1071.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1982,"5",2404,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1982,"10",973.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1982,"5",2422.7,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1982,"10",801.3000000000001,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1982,"5",2280,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1982,"10",1478,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1982,"5",3113.7,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1982,"10",483.4,"degree Celsius",-46.115,168.887
"Gore (Southland)",1982,"5",1639.4,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1982,"10",1221.1,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1982,"5",2822.3,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1982,"10",716.6,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1982,"5",2221.9,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1982,"10",457.79999999999995,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1982,"5",1696.7,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1982,"10",1742.1,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1982,"5",3536.1,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1982,"10",629.3,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1982,"5",1616.8,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1982,"10",983.5000000000001,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1982,"5",2440.6,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1982,"10",522.3000000000001,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1982,"5",1763.2,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1982,"10",1635.1,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1982,"5",3263.7,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1982,"10",1097.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1982,"5",2621.2000000000003,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1982,"10",1251.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1982,"5",2944.9,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1982,"10",527.9,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1982,"5",1593.6,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1982,"10",760.1999999999999,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1982,"5",2070.4,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1982,"10",1105.5,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1982,"5",2614.9,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1982,"10",729.5,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1982,"5",1753.8999999999999,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1982,"10",1104.5,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1982,"5",2545.8,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1982,"10",875.2,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1982,"5",2215.6,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1982,"10",1652.5,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1982,"5",3392,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1982,"10",846.3000000000001,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1982,"5",2118.8,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1982,"10",417.59999999999997,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1982,"5",1388.2,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1982,"10",1076.8,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1982,"5",2713.6,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1982,"10",1346.1000000000001,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1982,"5",2992.4,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1982,"10",1908.8999999999999,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1982,"5",3711.8999999999996,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1982,"10",1826.1,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1982,"5",3600.5,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1981,"10",2061.1,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1981,"5",3840.4,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1981,"10",1418.9,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1981,"5",2918.4,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1981,"10",1217.6000000000001,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1981,"5",2558.8,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1981,"10",1244.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1981,"5",2743.9,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1981,"10",905.1,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1981,"5",2375,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1981,"10",1782.6000000000001,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1981,"5",3513.2,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1981,"10",701.4,"degree Celsius",-46.115,168.887
"Gore (Southland)",1981,"5",1922.9,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1981,"10",1585.6,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1981,"5",3239.4,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1981,"10",1036.9,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1981,"5",2550.2000000000003,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1981,"10",657.2,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1981,"5",1937.2,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1981,"10",1986.1,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1981,"5",3790,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1981,"10",765,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1981,"5",1854.6000000000001,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1981,"10",1272.5,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1981,"5",2822.7000000000003,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1981,"10",769.8000000000001,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1981,"5",2019.8999999999999,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1981,"10",1898.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1981,"5",3612.2000000000003,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1981,"10",1380.9,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1981,"5",2897,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1981,"10",1548.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1981,"5",3299.9,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1981,"10",779.1,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1981,"5",1905.1,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1981,"10",1132.6000000000001,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1981,"5",2457.7,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1981,"10",1389,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1981,"5",2996.9,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1981,"10",864,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1981,"5",1928.4,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1981,"10",1526,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1981,"5",3045.4,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1981,"10",1219.3,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1981,"5",2696,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1981,"10",1934.4,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1981,"5",3710.1,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1981,"10",894,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1981,"5",2202.1,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1981,"10",692.1,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1981,"5",1805.8999999999999,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1981,"10",1313.3999999999999,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1981,"5",2974.2,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1981,"10",1690.4,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1981,"5",3392.4,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1981,"10",2135.2000000000003,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1981,"5",3950.1,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1981,"10",2089.4,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1981,"5",3880.7000000000003,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1980,"10",1803.8,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1980,"5",3579.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1980,"10",1133.6,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1980,"5",2686,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1980,"10",1026.5,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1980,"5",2416.3,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1980,"10",969.6,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1980,"5",2489.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1980,"10",815.8,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1980,"5",2331.7000000000003,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1980,"10",1572.8,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1980,"5",3273,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1980,"10",559.8,"degree Celsius",-46.115,168.887
"Gore (Southland)",1980,"5",1800.8,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1980,"10",1334,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1980,"5",2978,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1980,"10",836.8000000000001,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1980,"5",2380.5,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1980,"10",546.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1980,"5",1886.6,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1980,"10",1787.6,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1980,"5",3587.9,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1980,"10",561.2,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1980,"5",1640.4,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1980,"10",1026.7,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1980,"5",2579.7,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1980,"10",646.4,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1980,"5",1944.5,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1980,"10",1695.4,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1980,"5",3374.7000000000003,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1980,"10",1137.2,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1980,"5",2713.2,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1980,"10",1334.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1980,"5",3072.5,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1980,"10",550.3,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1980,"5",1662.5,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1980,"10",850.1,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1980,"5",2205.6,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1980,"10",1165.1000000000001,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1980,"5",2742.4,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1980,"10",644.4,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1980,"5",1725.8,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1980,"10",1179.2,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1980,"5",2696.6,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1980,"10",930.6,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1980,"5",2387.7,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1980,"10",1731.5,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1980,"5",3487.4,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1980,"10",720.1,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1980,"5",2085.1,"degree Celsius",-44.30517,171.22141
