PIN,Orchard,OrchardGroup,Date,PlantingCode,ProductionSite,ManagementArea,BusinessUnit,LandAreaHa,VarietyCode,Variety,Chemical,ActiveIngredient,ChemicalRate,ChemicalUnit,WaterRate,Reason,MonitorRef,TargetPrimary,TargetSecondary,Applicators,Sprayers,SprayCondition,SprayMethod,SurplusDisposal,ChemicalUsed,ChemicalCost,ChemicalPrice,StockUnit,ChemicalTags,#,Approved
R2534,Stock Road South,Havelock Sector,7/02/2023,SRS C2,E,E2,ROLP 1,1.176672,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"David Owen, Josh Smith","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.258421,10.039656,38.85,L,Plant Growth Regulator,2096,TRUE
R2534,Stock Road South,Havelock Sector,7/02/2023,SRS C1,E,E1,ROLP 1,1.184764,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"David Owen, Josh Smith","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.260198,10.108692,38.85,L,Plant Growth Regulator,2096,TRUE
R2886,Sim 2,Crownthorpe Sector,2/02/2023,SIM2 B2,B,B2,Rakete Orchards Limited Partnership,1.29822,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Torrin Slader,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.64911,25.217924,38.85,L,Plant Growth Regulator,2095,TRUE
R2886,Sim 2,Crownthorpe Sector,2/02/2023,SIM2 A1,A,A1,Rakete Orchards Limited Partnership,1.46832,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Torrin Slader,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.73416,28.522116,38.85,L,Plant Growth Regulator,2095,TRUE
R2925,IND - Manzana 2,Independent Sector,2/02/2023,MANZ2 C,C,C,Manzana Orchard Limited Partnership,1.86858,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.373716,14.518867,38.85,L,Plant Growth Regulator,2094,TRUE
R2886,Sim 2,Crownthorpe Sector,2/02/2023,SIM2 B1,B,B1,Rakete Orchards Limited Partnership,1.21884,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Torrin Slader,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.60942,23.675967,38.85,L,Plant Growth Regulator,2095,TRUE
R2886,Sim 2,Crownthorpe Sector,2/02/2023,SIM2 A2,A,A2,Rakete Orchards Limited Partnership,0.95382,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Torrin Slader,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.47691,18.527954,38.85,L,Plant Growth Regulator,2095,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER C2,D,P6,Pioneer Capital Molly Limited,1.8186,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.305232,11.858263,38.85,L,Plant Growth Regulator,2091,TRUE
R2925,IND - Manzana 2,Independent Sector,2/02/2023,MANZ2 B,B,B,Manzana Orchard Limited Partnership,3.95598,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.791196,30.737965,38.85,L,Plant Growth Regulator,2094,TRUE
R2925,IND - Manzana 2,Independent Sector,2/02/2023,MANZ2 A,A,A,Manzana Orchard Limited Partnership,3.57504,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.715008,27.778061,38.85,L,Plant Growth Regulator,2094,TRUE
R2879,IND - Manzana,Independent Sector,2/02/2023,MANZ D2,D,D2,Manzana Orchard Limited Partnership,2.9799,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.59598,23.153823,38.85,L,Plant Growth Regulator,2093,TRUE
R2879,IND - Manzana,Independent Sector,2/02/2023,MANZ A3,A,A3,Manzana Orchard Limited Partnership,1.29444,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.258888,10.057799,38.85,L,Plant Growth Regulator,2092,TRUE
R2879,IND - Manzana,Independent Sector,2/02/2023,MANZ D1,D,D1,Manzana Orchard Limited Partnership,2.0328,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.40656,15.794856,38.85,L,Plant Growth Regulator,2093,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER C1,E,P7,Pioneer Capital Molly Limited,2.09748,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.352039,13.676715,38.85,L,Plant Growth Regulator,2091,TRUE
R2879,IND - Manzana,Independent Sector,2/02/2023,MANZ A1,A,A1,Manzana Orchard Limited Partnership,2.5515,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.5103,19.825155,38.85,L,Plant Growth Regulator,2092,TRUE
R2879,IND - Manzana,Independent Sector,2/02/2023,MANZ A2,A,A2,Manzana Orchard Limited Partnership,2.03322,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.406644,15.798119,38.85,L,Plant Growth Regulator,2092,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER B3,C,P4,Pioneer Capital Molly Limited,1.82448,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.306219,11.896608,38.85,L,Plant Growth Regulator,2091,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER B2,C,P5,Pioneer Capital Molly Limited,2.22516,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.373469,14.509271,38.85,L,Plant Growth Regulator,2091,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER A1,B,P2,Pioneer Capital Molly Limited,2.2092,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.37079,14.405192,38.85,L,Plant Growth Regulator,2091,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER A2,B,P3,Pioneer Capital Molly Limited,2.3079,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.387356,15.048781,38.85,L,Plant Growth Regulator,2091,TRUE
R1580,Pioneer,Maraekakaho Sector,3/02/2023,PIONEER B1,A,P1,Pioneer Capital Molly Limited,3.60402,996,Rockit,Ethin,chlorethephon,0.15,l/Ha,500,Recommended,,Thinning,,"Aaron Ward, Blake Slade, Etana Te Muunu, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,Headland,0.604895,23.500171,38.85,L,Plant Growth Regulator,2091,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI B2,B,B2,Rakete Orchards Limited Partnership,1.0857,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Andeep Bal Singh, Kamau Blogg, Nathan Bird","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.234012,9.091366,38.85,L,Plant Growth Regulator,2088,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI A2,A,A2,Rakete Orchards Limited Partnership,2.2176,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Andeep Bal Singh, Kamau Blogg, Nathan Bird","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.477982,18.569601,38.85,L,Plant Growth Regulator,2088,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI B1,B,B1,Rakete Orchards Limited Partnership,2.35956,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Andeep Bal Singh, Kamau Blogg, Nathan Bird","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.50858,19.758333,38.85,L,Plant Growth Regulator,2088,TRUE
R2534,Stock Road South,Havelock Sector,2/02/2023,SRS A1,B,B1,ROLP 1,0.83888,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,"Derek Callister, Nathan Bird","HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.49564,19.255614,38.85,L,Plant Growth Regulator,2087,TRUE
R2534,Stock Road South,Havelock Sector,2/02/2023,SRS A2,B,B2,ROLP 1,0.59976,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,"Derek Callister, Nathan Bird","HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.35436,13.766886,38.85,L,Plant Growth Regulator,2087,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI A1,A,A1,Rakete Orchards Limited Partnership,2.1315,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Andeep Bal Singh, Kamau Blogg, Nathan Bird","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.459424,17.848622,38.85,L,Plant Growth Regulator,2088,TRUE
R1232,Raukawa,Havelock Sector,2/02/2023,RRD C4,C,C4,ROLP 1,0.537,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,Recommended,,Thinning,,Josh Smith,"HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,0.47536,18.467736,38.85,L,Plant Growth Regulator,2084,TRUE
R1232,Raukawa,Havelock Sector,2/02/2023,RRD B4,B,B4,ROLP 1,1.519,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,Recommended,,Thinning,,Josh Smith,"HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,1.34464,52.239264,38.85,L,Plant Growth Regulator,2084,TRUE
R2668,Te Aute Road South,Havelock Sector,2/02/2023,TRS A,A,A,ROLP 1,2.36523,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,Recommended,,Thinning,,Josh Smith,"HAV-SPR-003 Cropliner, HAV-TRC-003 Tractor",,Cropliner,,0.52,20.202,38.85,L,Plant Growth Regulator,2083,TRUE
R1233,Te Aute Road North,Havelock Sector,2/02/2023,TRN B2,B,B2,ROLP 1,1.221,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Joel Marshall, Nathan Bird","HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.296296,11.5111,38.85,L,Plant Growth Regulator,2082,TRUE
R1233,Te Aute Road North,Havelock Sector,2/02/2023,TRN B1,B,B1,ROLP 1,1.251525,996,Rockit,Ethin,chlorethephon,20,ml/100 litres,1000,,,Thinning,,"Joel Marshall, Nathan Bird","HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.303704,11.7989,38.85,L,Plant Growth Regulator,2082,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 A1,A,A1,Rakete Orchards Limited Partnership,1.52082,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.304164,11.816771,38.85,L,Plant Growth Regulator,2070,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 A2,A,A2,Rakete Orchards Limited Partnership,1.61028,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.322056,12.511876,38.85,L,Plant Growth Regulator,2070,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 B1,B,B1,Rakete Orchards Limited Partnership,1.13694,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.227388,8.834024,38.85,L,Plant Growth Regulator,2070,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 B2,B,B2,Rakete Orchards Limited Partnership,1.92528,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.385056,14.959426,38.85,L,Plant Growth Regulator,2070,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 B3,B,B3,Rakete Orchards Limited Partnership,2.44734,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.489468,19.015832,38.85,L,Plant Growth Regulator,2070,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 C1,C,C1,Rakete Orchards Limited Partnership,1.36122,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Connor Riordan,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.272244,10.576679,38.85,L,Plant Growth Regulator,2071,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 C2,C,C2,Rakete Orchards Limited Partnership,1.58844,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Connor Riordan,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.317688,12.342179,38.85,L,Plant Growth Regulator,2071,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 D1,D,D1,Rakete Orchards Limited Partnership,1.54812,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Connor Riordan,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.309624,12.028892,38.85,L,Plant Growth Regulator,2071,TRUE
R2900,Sim 1,Crownthorpe Sector,1/02/2023,SIM1 D2,D,D2,Rakete Orchards Limited Partnership,1.93704,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Connor Riordan,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.387408,15.050801,38.85,L,Plant Growth Regulator,2071,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B4,B,B,ROLP 2,0.25812,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.050709,1.970045,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B3,B,B,ROLP 2,0.15336,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.030128,1.170473,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B2,B,B,ROLP 2,0.28512,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.056013,2.176105,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC A4,A,A,ROLP 2,0.39528,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.077655,3.016897,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC A3,A,A,ROLP 2,0.32508,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.063863,2.481078,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC A2,A,A,ROLP 2,0.306075,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.06013,2.336051,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B1,B,B,ROLP 2,0.25542,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.050178,1.949415,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC A1,A,A,ROLP 2,0.4815,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.094593,3.674938,38.85,L,Plant Growth Regulator,2075,TRUE
R2775,Napier Road North,Hastings Sector,2/02/2023,NRN A2,A,A,ROLP 2,0.17892,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Jesse Nitschke,"HAS-SPR-012 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor",,Towerliner,,0.041095,1.596541,38.85,L,Plant Growth Regulator,2074,TRUE
R2775,Napier Road North,Hastings Sector,2/02/2023,NRN A1,A,A,ROLP 2,0.12516,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Jesse Nitschke,"HAS-SPR-012 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor",,Towerliner,,0.028747,1.116821,38.85,L,Plant Growth Regulator,2074,TRUE
R2775,Napier Road North,Hastings Sector,2/02/2023,NRN A3,A,A,ROLP 2,1.00338,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Jesse Nitschke,"HAS-SPR-012 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor",,Towerliner,,0.230458,8.953293,38.85,L,Plant Growth Regulator,2074,TRUE
R2712,Napier Road South,Hastings Sector,2/02/2023,NRS A2,A,A,ROLP 2,0.09954,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.021961,0.853185,38.85,L,Plant Growth Regulator,2073,TRUE
R2712,Napier Road South,Hastings Sector,2/02/2023,NRS A1,A,A,ROLP 2,0.1344,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.029652,1.15198,38.85,L,Plant Growth Regulator,2073,TRUE
R2712,Napier Road South,Hastings Sector,2/02/2023,NRS A3,A,A,ROLP 2,1.39944,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.308748,11.99486,38.85,L,Plant Growth Regulator,2073,TRUE
R2150,Dartmoor,Independent Sector,1/02/2023,DTM A,A,A,ROLP 2,1.8627,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.93135,36.182948,38.85,L,Plant Growth Regulator,2072,TRUE
R2150,Dartmoor,Independent Sector,1/02/2023,DTM B,A,B,ROLP 2,0.51366,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.25683,9.977846,38.85,L,Plant Growth Regulator,2072,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B6,B,B,ROLP 2,0.28296,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.055589,2.159633,38.85,L,Plant Growth Regulator,2075,TRUE
R1639,Napier Road Central,Hastings Sector,2/02/2023,NRC B5,B,B,ROLP 2,0.31428,996,Rockit,Ethin,chlorethephon,200,ml/Ha,666,,,Thinning,,Andrew Chris Taofinuu,"HAS-SPR-014 Cropliner Linear Tower, HAS-TRC-014 Open Cab Tractor",,Towerliner,,0.061742,2.398677,38.85,L,Plant Growth Regulator,2075,TRUE
R1233,Te Aute Road North,Havelock Sector,9/02/2023,TRN A1,A,A1,ROLP 1,1.065045,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,Recommended,,Thinning,,Joel Marshall,"HAV-SPR-003 Cropliner, HAV-TRC-003 Tractor",,Cropliner,,0.251639,9.776175,38.85,L,Plant Growth Regulator,2126,TRUE
R2880,Manahi,Havelock Sector,9/02/2023,MANAHI E,E,E,Rakete Orchards Limited Partnership,2.12142,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,Recommended,,Thinning,,"Andeep Bal Singh, Kamau Blogg","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.455827,17.708879,38.85,L,Plant Growth Regulator,2121,TRUE
R2880,Manahi,Havelock Sector,9/02/2023,MANAHI D,D,D,Rakete Orchards Limited Partnership,2.94126,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,Recommended,,Thinning,,"Andeep Bal Singh, Kamau Blogg","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.631985,24.552617,38.85,L,Plant Growth Regulator,2121,TRUE
R2880,Manahi,Havelock Sector,9/02/2023,MANAHI C,C,C,Rakete Orchards Limited Partnership,2.75604,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,Recommended,,Thinning,,"Andeep Bal Singh, Kamau Blogg","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.592187,23.006465,38.85,L,Plant Growth Regulator,2121,TRUE
R2150,Dartmoor,Independent Sector,8/02/2023,DTM D,B,D,ROLP 2,1.9404,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.38808,15.076908,38.85,L,Plant Growth Regulator,2120,TRUE
R2150,Dartmoor,Independent Sector,8/02/2023,DTM C,B,C,ROLP 2,1.94628,996,Rockit,Ethin,chlorethephon,200,ml/Ha,1000,,,Thinning,,Roger Slader,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.389256,15.122596,38.85,L,Plant Growth Regulator,2120,TRUE
